#DO NOT EDIT THIS FILE. YOUR CHANGES WILL BE ERASED WHEN THE PLUGIN IS RELOADED.
#ItemName,ID,Damage
#https://www.digminecraft.com/lists/item_id_list_pc.php
stripped_birch_wood,stripped_birch_wood,0
stripped_crimson_hyphae,stripped_crimson_hyphae,0
stripped_crimson_stem,stripped_crimson_stem,0
stripped_dark_oak_log,stripped_dark_oak_log,0
stripped_dark_oak_wood,stripped_dark_oak_wood,0
stripped_jungle_log,stripped_jungle_log,0
stripped_jungle_wood,stripped_jungle_wood,0
stripped_oak_log,stripped_oak_log,0
stripped_oak_wood,stripped_oak_wood,0
stripped_spruce_log,stripped_spruce_log,0
stripped_spruce_wood,stripped_spruce_wood,0
stripped_warped_hyphae,stripped_warped_hyphae,0
stripped_warped_stem,stripped_warped_stem,0
structure_block,structure_block,0
structure_void,structure_void,0
sugar,sugar,0
sugar_cane,sugar_cane,0
sunflower,sunflower,0
suspicious_stew,suspicious_stew,0
sweet_berries,sweet_berries,0
tall_grass,tall_grass,0
target,target,0
terracotta,terracotta,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tipped_arrow,tipped_arrow,0
tnt,tnt,0
tnt_minecart,tnt_minecart,0
torch,torch,0
totem_of_undying,totem_of_undying,0
trapped_chest,trapped_chest,0
trident,trident,0
tripwire_hook,tripwire_hook,0
tropical_fish,tropical_fish,0
tropical_fish_bucket,tropical_fish_bucket,0
tube_coral,tube_coral,0
tube_coral_block,tube_coral_block,0
tube_coral_fan,tube_coral_fan,0
turtle_helmet,turtle_helmet,0
twisting_vines,twisting_vines,0
vine,vine,0
warped_button,warped_button,0
warped_door,warped_door,0
warped_fence,warped_fence,0
warped_fence_gate,warped_fence_gate,0
warped_fungus,warped_fungus,0
warped_fungus_on_a_stick,warped_fungus_on_a_stick,0
warped_hyphae,warped_hyphae,0
warped_nylium,warped_nylium,0
warped_planks,warped_planks,0
warped_pressure_plate,warped_pressure_plate,0
warped_roots,warped_roots,0
warped_sign,warped_sign,0
warped_slab,warped_slab,0
warped_stairs,warped_stairs,0
warped_stem,warped_stem,0
warped_trapdoor,warped_trapdoor,0
warped_wart_block,warped_wart_block,0
water,water,0
water_bucket,water_bucket,0
weeping_vines,weeping_vines,0
wet_sponge,wet_sponge,0
wheat,wheat,0
wheat_seeds,wheat_seeds,0
white_banner,white_banner,0
white_bed,white_bed,0
white_carpet,white_carpet,0
white_concrete,white_concrete,0
white_concrete_powder,white_concrete_powder,0
white_dye,white_dye,0
white_glazed_terracotta,white_glazed_terracotta,0
white_shulker_box,white_shulker_box,0
white_stained_glass,white_stained_glass,0
white_stained_glass_pane,white_stained_glass_pane,0
white_terracotta,white_terracotta,0
white_tulip,white_tulip,0
white_wool,white_wool,0
wither_rose,wither_rose,0
wither_skeleton_skull,wither_skeleton_skull,0
wooden_axe,wooden_axe,0
wooden_hoe,wooden_hoe,0
wooden_pickaxe,wooden_pickaxe,0
wooden_shovel,wooden_shovel,0
wooden_sword,wooden_sword,0
writable_book,writable_book,0
written_book,written_book,0
yellow_banner,yellow_banner,0
yellow_bed,yellow_bed,0
yellow_carpet,yellow_carpet,0
yellow_concrete,yellow_concrete,0
yellow_concrete_powder,yellow_concrete_powder,0
yellow_dye,yellow_dye,0
yellow_glazed_terracotta,yellow_glazed_terracotta,0
yellow_shulker_box,yellow_shulker_box,0
yellow_stained_glass,yellow_stained_glass,0
yellow_stained_glass_pane,yellow_stained_glass_pane,0
yellow_terracotta,yellow_terracotta,0
yellow_wool,yellow_wool,0
zombie_head,zombie_head,0
